Logical_quotient_rating,i_get_stressed_out_easily,coding_skills_rating,public_speaking_points,i_am_always_prepared,i_follow_a_schedule,i_am_quick_to_understand_things,i_am_full_of_ideas,i_start_conversations,do_you_like_sports,entrepreneurial_mindset,tendency_to_worry,self_learning_capability,Extra_courses_did,Taken_inputs_from_seniors_or_elders,reading_and _writing_skills,memory_capability_score,interested_career_area ,Type_of_company_want_to_settle_in,Interested_Type_of_Books,Non_Technical_or_Technical,hard_smart_worker,worked_in_teams_ever,Introvert,Suggested_Job_Role
2,4,8,7,6,2,2,4,6,yes,yes,yes,yes,yes,no,poor,medium,cloud computing,BPA,Biographies,Non Technical,smart worker,no,yes,Network Security Engineer
8,9,7,9,0,7,2,6,7,no,no,no,no,no,no,poor,excellent,developer,Service Based,Art,Non Technical,hard worker,no,yes,Network Security Engineer
7,3,8,4,8,1,3,5,8,yes,no,yes,yes,yes,yes,poor,poor,Business process analyst,Sales and Marketing,Autobiographies,Non Technical,hard worker,yes,yes,Network Security Engineer
8,2,4,8,9,1,7,5,2,yes,no,no,yes,no,yes,medium,medium,developer,SAaS services,Journals,Technical,smart worker,yes,no,Network Security Engineer
4,8,8,1,3,3,9,3,1,no,no,no,yes,yes,no,excellent,medium,Business process analyst,Cloud Services,Childrens,Technical,hard worker,yes,yes,Network Security Engineer
9,5,1,8,7,5,5,8,2,no,no,no,yes,yes,yes,excellent,excellent,cloud computing,BPA,Dictionaries,Non Technical,hard worker,yes,yes,Network Security Engineer
8,0,6,7,1,0,9,5,2,yes,no,no,no,no,yes,poor,poor,testing,SAaS services,Drama,Non Technical,smart worker,yes,yes,Network Security Engineer
6,5,1,5,9,9,1,0,0,yes,yes,no,no,yes,yes,medium,medium,developer,Sales and Marketing,Trilogy,Technical,smart worker,yes,no,Network Security Engineer
8,9,8,8,5,1,6,9,9,yes,yes,no,no,no,yes,excellent,poor,Business process analyst,Sales and Marketing,Fantasy,Technical,smart worker,yes,yes,Network Security Engineer
4,6,8,2,2,2,4,6,8,no,yes,yes,no,no,no,medium,excellent,developer,Service Based,Encyclopedias,Technical,hard worker,yes,yes,Network Security Engineer
2,1,2,8,0,8,7,8,0,no,yes,yes,yes,yes,no,poor,medium,developer,Sales and Marketing,Prayer books,Non Technical,hard worker,no,no,Network Security Engineer
3,8,5,3,9,9,9,3,2,no,no,no,no,no,yes,poor,poor,developer,BPA,Math,Technical,smart worker,no,no,Network Security Engineer
2,1,9,9,1,6,9,1,7,no,no,yes,no,no,yes,medium,excellent,Business process analyst,Sales and Marketing,Guide,Non Technical,smart worker,no,no,Network Security Engineer
5,7,0,9,3,7,9,3,2,no,yes,yes,no,yes,yes,poor,medium,developer,Sales and Marketing,Anthology,Non Technical,smart worker,yes,yes,Network Security Engineer
2,7,4,9,7,7,1,0,0,no,no,yes,yes,yes,yes,excellent,poor,security,Cloud Services,Drama,Technical,hard worker,yes,no,Network Security Engineer
4,8,8,9,9,0,2,2,0,no,no,no,yes,yes,no,poor,poor,cloud computing,Cloud Services,Diaries,Technical,hard worker,no,no,Network Security Engineer
9,8,7,4,8,5,7,3,6,yes,no,no,no,no,no,medium,excellent,testing,Cloud Services,Satire,Technical,smart worker,no,no,Network Security Engineer
7,4,4,5,5,4,6,0,4,yes,yes,no,no,yes,yes,excellent,poor,system developer,Web Services,Self help,Non Technical,hard worker,yes,no,Network Security Engineer
8,9,2,9,7,0,2,8,3,no,yes,no,no,yes,no,medium,poor,security,Sales and Marketing,Guide,Non Technical,hard worker,no,yes,Network Security Engineer
5,8,1,9,2,2,3,8,3,no,yes,yes,yes,yes,no,excellent,excellent,security,product development,Satire,Non Technical,smart worker,no,yes,Network Security Engineer
1,4,9,6,5,5,2,7,9,yes,yes,no,no,no,yes,excellent,poor,testing,Testing and Maintainance Services,Cookbooks,Technical,smart worker,no,no,Network Security Engineer
5,4,2,5,7,6,5,4,7,no,yes,no,no,no,no,poor,excellent,cloud computing,Service Based,Dictionaries,Non Technical,hard worker,no,no,Network Security Engineer
6,9,3,9,3,5,4,5,4,yes,yes,no,yes,no,yes,medium,poor,testing,Testing and Maintainance Services,Fantasy,Technical,hard worker,no,yes,Network Security Engineer
6,5,5,9,2,2,0,4,1,no,yes,no,no,yes,yes,medium,poor,testing,Sales and Marketing,Encyclopedias,Technical,hard worker,no,no,Network Security Engineer
2,0,7,6,0,7,1,1,0,yes,no,yes,yes,yes,yes,excellent,poor,security,BPA,Journals,Technical,smart worker,no,no,Network Security Engineer
0,3,5,7,8,4,6,7,4,yes,yes,no,no,yes,yes,excellent,excellent,testing,Service Based,Horror,Technical,smart worker,no,no,Network Security Engineer
5,9,8,2,3,0,1,4,5,yes,yes,yes,yes,no,yes,poor,medium,cloud computing,Testing and Maintainance Services,Romance,Non Technical,smart worker,no,yes,Network Security Engineer
1,5,4,5,0,8,0,9,8,no,no,yes,yes,no,no,excellent,poor,testing,Testing and Maintainance Services,Self help,Non Technical,smart worker,yes,yes,Network Security Engineer
1,6,2,2,3,0,8,9,3,yes,no,no,yes,no,no,medium,poor,developer,Testing and Maintainance Services,Prayer books,Non Technical,smart worker,no,no,Network Security Engineer
5,3,1,0,9,9,1,4,2,no,yes,no,yes,yes,no,medium,excellent,developer,Cloud Services,Prayer books,Non Technical,smart worker,yes,no,Network Security Engineer
3,8,1,6,0,3,9,6,5,no,no,no,yes,no,yes,medium,poor,Business process analyst,Testing and Maintainance Services,Dictionaries,Technical,hard worker,no,no,Network Security Engineer
8,3,5,5,4,4,5,8,1,yes,yes,yes,no,no,no,medium,excellent,cloud computing,Service Based,Autobiographies,Non Technical,smart worker,yes,no,Network Security Engineer
9,9,3,4,1,9,7,0,5,no,yes,yes,yes,no,no,excellent,medium,developer,Web Services,Autobiographies,Non Technical,hard worker,yes,no,Network Security Engineer
1,1,4,7,2,6,3,0,7,no,no,no,no,no,no,medium,medium,testing,SAaS services,Autobiographies,Non Technical,hard worker,yes,no,Network Security Engineer
4,0,1,2,4,0,7,4,3,yes,yes,no,no,yes,no,excellent,medium,Business process analyst,Product based,Science fiction,Technical,smart worker,yes,no,Network Security Engineer
6,2,6,2,8,0,3,8,8,no,yes,yes,yes,no,yes,excellent,medium,system developer,BPA,Health,Non Technical,smart worker,yes,no,Network Security Engineer
4,8,4,5,3,3,8,5,7,yes,no,yes,no,yes,no,excellent,poor,testing,Sales and Marketing,Action and Adventure,Technical,hard worker,yes,yes,Network Security Engineer
9,2,6,3,6,0,9,8,3,yes,no,yes,no,no,yes,medium,poor,security,product development,Encyclopedias,Non Technical,smart worker,yes,yes,Network Security Engineer
7,8,8,2,2,8,3,1,3,no,yes,no,yes,no,yes,excellent,medium,Business process analyst,Service Based,Diaries,Technical,hard worker,no,no,Network Security Engineer
5,4,7,2,1,0,8,8,1,no,yes,no,no,no,yes,excellent,poor,cloud computing,SAaS services,Series,Technical,hard worker,no,yes,Network Security Engineer
0,2,0,5,0,5,1,9,0,yes,no,no,no,yes,no,excellent,medium,system developer,Product based,Journals,Technical,smart worker,yes,yes,Network Security Engineer
0,9,0,7,5,7,6,1,2,yes,no,no,yes,no,no,excellent,excellent,testing,SAaS services,Trilogy,Technical,smart worker,yes,no,Network Security Engineer
7,1,1,5,7,6,4,5,2,no,no,yes,no,yes,yes,excellent,poor,cloud computing,Product based,Guide,Non Technical,hard worker,yes,no,Network Security Engineer
3,2,6,5,0,9,1,7,2,yes,no,yes,no,yes,no,medium,excellent,developer,Product based,Childrens,Non Technical,smart worker,no,yes,Network Security Engineer
9,2,1,4,7,3,7,4,2,yes,yes,yes,yes,yes,yes,poor,medium,Business process analyst,Cloud Services,Trilogy,Non Technical,smart worker,no,yes,Network Security Engineer
2,9,0,8,2,8,3,6,7,yes,yes,no,yes,yes,yes,excellent,poor,Business process analyst,Sales and Marketing,Religion-Spirituality,Technical,smart worker,yes,no,Network Security Engineer
8,8,5,7,0,2,6,9,1,yes,yes,no,no,no,no,poor,poor,testing,Finance,Poetry,Technical,hard worker,no,yes,Network Security Engineer
2,2,0,8,0,6,5,6,8,yes,no,yes,no,no,yes,poor,poor,testing,BPA,History,Non Technical,smart worker,no,yes,Network Security Engineer
5,0,2,6,8,1,2,7,2,yes,yes,yes,yes,no,yes,poor,poor,system developer,Finance,Satire,Non Technical,smart worker,yes,no,Network Security Engineer
3,5,7,6,3,8,0,4,2,no,yes,yes,yes,yes,no,excellent,excellent,developer,Web Services,Diaries,Technical,smart worker,yes,yes,Network Security Engineer
3,4,5,8,7,9,4,0,2,no,no,yes,yes,no,no,medium,poor,testing,Testing and Maintainance Services,Self help,Technical,hard worker,no,no,Network Security Engineer
5,1,9,7,4,8,2,2,2,yes,yes,no,yes,no,no,excellent,poor,testing,Sales and Marketing,Trilogy,Non Technical,hard worker,no,yes,Network Security Engineer
4,6,0,5,2,7,8,5,1,yes,no,no,no,no,no,excellent,poor,testing,Testing and Maintainance Services,Mystery,Non Technical,smart worker,yes,no,Network Security Engineer
8,9,8,0,9,6,8,3,1,no,yes,yes,yes,yes,yes,medium,medium,security,Product based,Health,Technical,hard worker,yes,no,Network Security Engineer
6,4,7,4,0,3,3,8,9,no,yes,yes,no,yes,no,excellent,medium,Business process analyst,SAaS services,Satire,Technical,smart worker,yes,no,Network Security Engineer
1,9,3,2,2,8,1,3,5,no,yes,no,no,yes,no,poor,poor,developer,Sales and Marketing,Comics,Technical,smart worker,yes,yes,Network Security Engineer
4,6,8,2,2,6,1,7,4,yes,yes,yes,no,yes,no,medium,excellent,cloud computing,Finance,Diaries,Non Technical,hard worker,yes,yes,Network Security Engineer
3,1,9,7,7,5,9,4,3,no,yes,no,yes,no,yes,excellent,poor,system developer,Sales and Marketing,Science,Technical,smart worker,no,no,Network Security Engineer
9,5,9,7,0,9,1,7,4,no,yes,no,yes,no,no,medium,poor,testing,Finance,Autobiographies,Technical,smart worker,no,no,Network Security Engineer
5,9,8,0,2,7,2,0,1,no,yes,no,no,no,no,poor,poor,cloud computing,Product based,Guide,Non Technical,smart worker,no,yes,Network Security Engineer
1,8,2,1,1,8,8,4,3,no,no,yes,no,yes,yes,poor,medium,security,Cloud Services,History,Non Technical,smart worker,yes,yes,Network Security Engineer
6,6,9,4,8,8,2,1,3,yes,no,no,no,yes,no,poor,poor,developer,Web Services,Drama,Technical,hard worker,yes,no,Network Security Engineer
5,4,9,0,1,8,5,3,7,no,yes,no,no,no,yes,medium,excellent,developer,Web Services,Horror,Technical,hard worker,yes,no,Network Security Engineer
9,9,5,6,3,0,4,5,3,yes,no,no,no,yes,yes,excellent,medium,Business process analyst,Web Services,Encyclopedias,Technical,smart worker,no,no,Network Security Engineer
7,7,4,9,5,1,5,6,1,no,yes,no,yes,yes,no,poor,medium,system developer,BPA,Math,Technical,smart worker,yes,no,Network Security Engineer
9,4,0,5,1,9,2,5,6,no,yes,no,no,yes,yes,excellent,excellent,cloud computing,Service Based,Art,Technical,smart worker,no,no,Network Security Engineer
9,4,1,2,5,4,8,6,1,no,no,no,no,yes,no,excellent,excellent,system developer,Web Services,Mystery,Non Technical,smart worker,yes,yes,Network Security Engineer
0,5,7,8,2,3,8,4,7,yes,no,no,no,yes,no,medium,medium,cloud computing,Sales and Marketing,Horror,Non Technical,smart worker,yes,yes,Network Security Engineer
0,6,1,8,8,1,8,5,4,no,yes,no,yes,yes,no,excellent,poor,testing,BPA,Poetry,Non Technical,hard worker,yes,no,Network Security Engineer
3,6,6,7,5,2,9,4,2,yes,no,no,yes,yes,yes,medium,medium,Business process analyst,Web Services,Mystery,Technical,smart worker,yes,yes,Network Security Engineer
2,8,8,2,2,4,5,6,8,yes,yes,yes,yes,no,no,poor,excellent,system developer,Finance,Action and Adventure,Non Technical,hard worker,no,no,Network Security Engineer
1,5,2,3,1,4,8,6,3,yes,no,yes,yes,yes,yes,poor,excellent,cloud computing,Cloud Services,Self help,Non Technical,hard worker,yes,no,Network Security Engineer
7,8,0,1,2,6,5,6,7,yes,no,no,no,yes,no,medium,poor,developer,Product based,Poetry,Non Technical,smart worker,yes,no,Network Security Engineer
5,8,1,2,7,5,8,3,3,yes,yes,no,yes,no,no,excellent,poor,cloud computing,BPA,Autobiographies,Non Technical,hard worker,yes,yes,Network Security Engineer
8,7,8,8,2,2,9,7,3,yes,no,yes,yes,no,no,poor,poor,testing,Testing and Maintainance Services,Action and Adventure,Non Technical,hard worker,yes,no,Network Security Engineer
2,7,7,1,6,0,7,2,2,yes,no,yes,yes,yes,no,excellent,poor,testing,Sales and Marketing,Autobiographies,Non Technical,hard worker,no,no,Network Security Engineer
0,9,6,7,5,4,7,7,7,no,yes,no,no,yes,yes,excellent,medium,system developer,Testing and Maintainance Services,Encyclopedias,Non Technical,hard worker,yes,no,Network Security Engineer
3,3,8,4,2,2,7,8,3,no,yes,no,no,yes,no,excellent,medium,Business process analyst,Sales and Marketing,Trilogy,Non Technical,smart worker,yes,yes,Network Security Engineer
7,5,7,2,7,6,9,8,2,yes,no,no,no,no,yes,excellent,poor,system developer,Finance,Trilogy,Non Technical,hard worker,no,yes,Network Security Engineer
9,9,2,6,1,1,1,1,3,no,yes,no,no,yes,no,poor,excellent,testing,BPA,Poetry,Non Technical,hard worker,yes,no,Network Security Engineer
2,6,1,6,1,0,0,0,0,no,yes,no,yes,yes,yes,excellent,medium,cloud computing,Product based,Anthology,Non Technical,hard worker,yes,yes,Network Security Engineer
4,4,3,2,8,7,4,7,8,no,yes,yes,no,yes,no,medium,excellent,Business process analyst,Service Based,Satire,Technical,smart worker,yes,yes,Network Security Engineer
6,2,7,7,8,7,6,0,3,yes,no,yes,yes,yes,yes,excellent,excellent,system developer,Cloud Services,Cookbooks,Non Technical,smart worker,yes,no,Network Security Engineer
5,7,1,5,4,9,2,1,3,yes,yes,yes,no,yes,yes,medium,poor,security,Service Based,Science fiction,Technical,hard worker,yes,yes,Network Security Engineer
7,3,5,4,2,7,1,1,3,no,yes,no,no,yes,yes,medium,excellent,testing,BPA,Fantasy,Technical,hard worker,no,yes,Network Security Engineer
5,3,2,6,2,6,1,5,0,yes,no,yes,yes,no,yes,excellent,medium,security,Finance,Series,Technical,smart worker,yes,yes,Network Security Engineer
4,8,1,2,1,7,6,5,6,no,no,no,yes,no,yes,medium,excellent,Business process analyst,BPA,Autobiographies,Non Technical,hard worker,yes,no,Network Security Engineer
4,0,9,9,1,1,6,2,8,no,no,yes,yes,no,no,excellent,poor,testing,Finance,Encyclopedias,Technical,smart worker,no,no,Network Security Engineer
1,4,7,6,5,2,0,9,5,yes,no,yes,no,no,no,excellent,excellent,system developer,BPA,Drama,Non Technical,smart worker,yes,yes,Network Security Engineer
4,9,5,8,5,2,3,4,9,yes,no,yes,yes,no,yes,poor,excellent,testing,Service Based,Science fiction,Technical,hard worker,no,yes,Network Security Engineer
8,9,3,0,8,4,4,6,6,no,no,no,yes,no,no,poor,excellent,system developer,Cloud Services,Childrens,Non Technical,smart worker,no,yes,Network Security Engineer
1,5,2,3,7,0,8,9,5,yes,no,no,yes,no,no,medium,medium,security,Finance,Series,Non Technical,smart worker,no,yes,Network Security Engineer
0,8,5,9,0,0,5,3,6,yes,no,no,yes,no,no,excellent,poor,testing,Finance,Dictionaries,Technical,hard worker,no,yes,Network Security Engineer
5,3,2,8,6,0,6,0,8,no,yes,yes,yes,yes,yes,poor,poor,testing,Service Based,Health,Technical,smart worker,no,yes,Network Security Engineer
4,9,2,5,5,9,6,2,9,no,no,no,no,no,no,excellent,medium,developer,SAaS services,Anthology,Technical,hard worker,no,no,Network Security Engineer
6,1,4,7,8,3,2,3,5,yes,no,yes,no,no,yes,medium,excellent,security,Product based,Art,Technical,hard worker,no,yes,Network Security Engineer
8,8,1,0,5,9,0,2,2,no,yes,no,no,yes,yes,excellent,medium,Business process analyst,Sales and Marketing,Diaries,Technical,smart worker,no,yes,Network Security Engineer
6,9,7,6,6,7,1,1,1,yes,no,yes,no,no,yes,poor,poor,testing,BPA,Series,Technical,hard worker,no,no,Network Security Engineer
2,0,8,4,2,6,2,2,8,yes,yes,yes,yes,yes,yes,medium,poor,cloud computing,Web Services,Anthology,Non Technical,hard worker,no,no,Network Security Engineer
9,9,7,8,3,2,5,7,1,no,no,yes,yes,yes,yes,excellent,poor,cloud computing,Cloud Services,Horror,Technical,smart worker,no,no,Network Security Engineer
4,6,8,0,3,5,8,6,7,no,no,yes,no,yes,yes,medium,poor,testing,Sales and Marketing,Guide,Technical,smart worker,yes,yes,Network Security Engineer
8,2,2,9,1,6,6,2,2,no,no,yes,no,yes,yes,excellent,excellent,testing,Service Based,Romance,Non Technical,hard worker,yes,yes,Network Security Engineer
1,9,1,5,7,8,8,1,6,yes,no,no,yes,yes,no,poor,poor,cloud computing,Web Services,Health,Non Technical,smart worker,no,yes,Network Security Engineer
4,1,5,9,2,2,7,6,2,no,yes,no,yes,yes,yes,excellent,excellent,cloud computing,Finance,Poetry,Technical,smart worker,yes,yes,Network Security Engineer
2,5,5,9,1,4,1,2,1,no,no,yes,no,no,yes,poor,medium,security,Web Services,Self help,Non Technical,smart worker,yes,yes,Network Security Engineer
0,5,8,5,1,9,6,2,3,yes,no,no,no,yes,no,medium,poor,testing,Web Services,Prayer books,Technical,hard worker,yes,no,Network Security Engineer
0,6,9,4,5,1,9,1,7,yes,no,no,no,no,no,medium,poor,system developer,Web Services,Anthology,Technical,smart worker,no,no,Network Security Engineer
3,4,7,2,0,5,0,9,8,yes,yes,no,no,yes,yes,poor,excellent,security,Service Based,Drama,Non Technical,hard worker,no,yes,Network Security Engineer
8,3,5,6,1,7,4,6,9,yes,yes,yes,no,no,no,medium,poor,developer,Finance,Romance,Technical,smart worker,yes,yes,Network Security Engineer
4,9,9,0,5,8,4,6,3,no,no,no,yes,no,no,poor,medium,Business process analyst,BPA,Series,Non Technical,hard worker,no,yes,Network Security Engineer
5,1,0,1,1,0,7,1,2,no,yes,no,no,yes,yes,medium,excellent,developer,Finance,Action and Adventure,Non Technical,hard worker,no,no,Network Security Engineer
4,2,6,0,3,2,8,5,7,no,yes,yes,yes,no,no,medium,medium,cloud computing,BPA,Health,Technical,smart worker,no,no,Network Security Engineer
1,8,9,3,5,0,9,2,7,no,yes,no,no,no,no,excellent,poor,system developer,Sales and Marketing,Dictionaries,Technical,hard worker,yes,yes,Network Security Engineer
4,2,0,9,9,9,6,5,2,no,no,no,no,yes,yes,excellent,excellent,testing,Web Services,Horror,Technical,hard worker,no,no,Network Security Engineer
7,8,2,9,2,7,9,6,4,no,no,yes,yes,no,no,medium,medium,testing,BPA,Self help,Non Technical,hard worker,yes,yes,Network Security Engineer
6,8,9,5,9,2,8,7,9,yes,no,yes,yes,yes,yes,poor,poor,testing,Product based,Science fiction,Technical,hard worker,yes,no,Network Security Engineer
3,7,7,7,5,1,1,7,5,yes,yes,no,no,no,yes,poor,medium,cloud computing,Cloud Services,Trilogy,Non Technical,hard worker,yes,no,Network Security Engineer
5,2,6,9,8,6,5,2,1,no,no,no,yes,yes,yes,medium,medium,security,Cloud Services,Self help,Technical,smart worker,no,no,Network Security Engineer
4,6,1,2,6,0,7,8,2,no,no,yes,no,yes,no,poor,medium,developer,Sales and Marketing,Satire,Technical,hard worker,no,no,Network Security Engineer
7,4,4,2,5,4,6,2,2,yes,no,no,yes,no,yes,excellent,poor,cloud computing,Testing and Maintainance Services,Science,Technical,smart worker,no,yes,Network Security Engineer
5,7,7,8,4,5,4,5,2,yes,no,no,no,no,yes,excellent,excellent,system developer,Finance,Art,Non Technical,smart worker,yes,no,Network Security Engineer
7,6,1,0,5,8,9,1,6,yes,no,yes,yes,no,no,excellent,medium,testing,Cloud Services,Romance,Non Technical,smart worker,no,yes,Network Security Engineer
5,9,4,7,4,3,2,3,5,no,no,yes,no,yes,no,excellent,excellent,system developer,Service Based,Series,Non Technical,hard worker,yes,yes,Network Security Engineer
1,7,2,2,0,3,2,6,4,no,yes,no,no,yes,no,excellent,poor,developer,Sales and Marketing,Horror,Technical,smart worker,no,yes,Network Security Engineer
4,3,2,4,6,4,0,4,2,no,no,yes,no,no,no,excellent,medium,security,SAaS services,Art,Technical,hard worker,no,no,Network Security Engineer
1,7,2,6,2,1,1,1,6,yes,yes,yes,yes,no,yes,excellent,medium,cloud computing,Sales and Marketing,Drama,Non Technical,hard worker,yes,no,Network Security Engineer
