University,Course_Name,CAO Score,Budget,City,Interest,Job domain
Technological University of the Shannon,Hotel & Leisure Management - Athlone Campus (US794),375,4500,Athlone,Cricket,IT
Technological University of the Shannon,Law - Athlone Campus (US850),575,8950,Athlone,Cricket,Support
Technological University of the Shannon,Microbiology - Athlone Campus (US862),580,8950,Athlone,Football,Finance 
Technological University of the Shannon,Music & Instrument Technology - Athlone Campus (US600),250,3650,Athlone,Singing,HR
Technological University of the Shannon,Music & Sound Engineering - Athlone Campus (US809),250,3560,Athlone,Chess,Management
Technological University of the Shannon,Music & Sound Engineering - Athlone Campus (US704),250,3560,Athlone,Cricket,Support
Technological University of the Shannon,Nursing - General Nursing - Athlone Campus (US877),565,3650,Athlone,Cricket,Law
Technological University of the Shannon,Nursing - Mental Health Nursing - Athlone Campus (US878),565,4250,Athlone,Football,IT
Technological University of the Shannon,Nutrition & Health Science - Athlone Campus (US950),565,4520,Athlone,Singing,Support
Technological University of the Shannon,Pharmacology - Athlone Campus (US865),575,4120,Athlone,Chess,Finance 
Technological University of the Shannon,Pharmacy Technician - Athlone Campus (US660),550,4210,Athlone,Cricket,HR
Technological University of the Shannon,Physical Activity & Health Science - Athlone Campus (US957),350,6540,Athlone,Cricket,Management
Technological University of the Shannon,Psychology - Applied Psychology - Athlone Campus (US925),375,6450,Athlone,Football,Support
Technological University of the Shannon,Quantity Surveying - Athlone Campus (US880),365,6500,Athlone,Singing,Law
Technological University of the Shannon,Science - Applied Science - Athlone Campus (US662),425,6300,Athlone,Chess,IT
Technological University of the Shannon,Science - Bioveterinary Science - Athlone Campus (US867),430,4500,Athlone,Cricket,Support
Technological University of the Shannon,Science - Exercise & Health Science - Athlone Campus (US788),375,5200,Athlone,Cricket,Finance 
Technological University of the Shannon,Science - Pharmaceutical Sciences - Athlone Campus (US866),365,5200,Athlone,Football,HR
Technological University of the Shannon,Science - Pharmaceutical Sciences - Drug Development & Analysis - Athlone Campus (US733),425,5200,Athlone,Singing,Management
Technological University of the Shannon,Social Care Practice - Athlone Campus (US921),400,5100,Athlone,Chess,Support
Technological University of the Shannon,Social Studies - Applied Social Studies in Social Care - Athlone Campus (US782),400,5320,Athlone,Cricket,Law
Technological University of the Shannon,Software Design for Mobile Apps & Connected Devices - Athlone Campus (US823),425,5120,Athlone,Cricket,IT
Technological University of the Shannon,Software Design for Mobile Apps & Connected Devices - Athlone Campus (US715),425,5120,Athlone,Football,Support
Technological University of the Shannon,Software Design for Virtual Reality & Gaming - Athlone Campus (US713),425,5120,Athlone,Singing,Finance 
Technological University of the Shannon,Software Design for Virtual Reality & Gaming - Athlone Campus (US821),425,5120,Athlone,Chess,HR
Technological University of the Shannon,Software Design in Artificial Intelligence for Cloud Computing - Athlone Campus (US822),425,5120,Athlone,Cricket,Management
Technological University of the Shannon,Software Design with Artificial Intelligence for Cloud Computing - Athlone Campus (US712),425,5120,Athlone,Cricket,Support
Technological University of the Shannon,Sports Management - Athlone Campus (US952),350,5120,Athlone,Football,Law
Technological University of the Shannon,Sports Science with Exercise Physiology - Athlone Campus (US951),430,5120,Athlone,Singing,IT
Technological University of the Shannon,Veterinary Nursing - Athlone Campus (US738),350,3450,Athlone,Chess,Support
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Business Studies & Accounting - Thurles Campus (MI009),375,4500,Tipperary,Cricket,IT
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Business Studies & Religious Studies - Thurles Campus (MI010),365,4250,Tipperary,Football,Support
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Gaeilge & Business Studies - Thurles Campus (MI012),425,4250,Tipperary,Singing,Finance 
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Gaeilge & Religious Studies - Thurles Campus (MI011),400,3500,Tipperary,Chess,HR
Mary Immaculate College,Education Home Economics & Business Studies - Thurles - Second Level Teaching (MI015),400,4520,Tipperary,Cricket,Management
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Mathematics & Business Studies - Thurles Campus (MI014),425,4250,Tipperary,Cricket,Support
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Mathematics & Gaeilge - Thurles Campus (MI013),425,4250,Tipperary,Football,Law
Setanta College,Strength & Conditioning (SC701),275,6500,Dublin,Singing,IT
Setanta College,Strength & Conditioning (SC801),275,6500,Dublin,Chess,Support
Setanta College,Strength & Conditioning (SC601),275,3500,Dublin,Cricket,IT
National College of Ireland,BSc (Honours) in Computing (NC003),270,4210,Dublin,Chess,Support
National College of Ireland,BA (Honours) in Business (NC009),300,3689,Dublin,Athletics ,Finance 
National College of Ireland,BA (Honours) in Marketing Practice (NC020),250,3489,Dublin,Automation,Law
National College of Ireland,BA (Honours) in Accounting and Finance (NC022),330,2240,Dublin,Cricket,IT
National College of Ireland,BA (Honours) in Psychology (NC010),400,2120,Dublin,Football,HR
National College of Ireland,BSc (Honours) in Data Science (NC025),260,5000,Dublin,Singing,Management
National College of Ireland,BA (Honours) in Early Childhood Education and Care (NC030),251,4500,Dublin,Chess,Support
Technological University Dublin (City),Bachelor of Science (Honours) in Accounting ,401,2500,Dublin,Football,HR
Technological University Dublin (City),Bachelor of Science (Honours) in Analytical Chemistry (Environmental Forensic and Pharmaceutical),402,2800,Dublin,Singing,Management
Technological University Dublin (City),Bachelor of Science (Honours) in Biomedical & Molecular Diagnostics,530,2900,Dublin,Chess,Support
Technological University Dublin (City),Bachelor of Science (Honours) in Business & Law,475,4210,Dublin,Athletics ,Finance 
Technological University Dublin (City),Bachelor of Science (Honours) in Chemical Sciences with Medicinal Chemistry,454,3689,Dublin,Automation,Law
Technological University Dublin (City),Bachelor of Science (Honours) in Computer Science,485,3489,Dublin,Cricket,IT
Technological University Dublin (City),Bachelor of Engineering (Honours) in Electrical & Electronic / Computer & Communications Engineering (Apply - Advanced Entry),530,2240,Dublin,Football,HR
Technological University Dublin (City),Bachelor of Science (Honours) in Electrical Services & Energy Management,318,2120,Dublin,Singing,Management
Technological University Dublin (City),Bachelor of Arts (Honours) in Game Design,468,5000,Dublin,Chess,Support
Technological University Dublin (City),Bachelor of Science (Honours) in International Hospitality Management,251,4500,Dublin,Athletics ,Finance 
Technological University Dublin (City),Bachelor of Science (Honours) in Biomedical Science,544,3500,Dublin,Automation,Law
Technological University Dublin (City),Bachelor of Science (Honours) in Physics Technology,307,6500,Dublin,Cricket,IT
Technological University Dublin (Tallaght),Bachelor of Business (Honours) in Accounting and Finance,255,7500,Dublin,Football,HR
Technological University Dublin (Tallaght),Bachelor of Arts (Honours) in Advertising and Marketing Communications ,209,7000,Dublin,Singing,Management
Technological University Dublin (Tallaght),Bachelor of Science (Honours) in Computing with Data Analytics,254,8000,Dublin,Chess,Support
Technological University Dublin (Tallaght),Higher Certificate in Business,180,5000,Dublin,Athletics ,Finance 
Technological University Dublin (Tallaght),Bachelor of Business in Marketing ,250,2500,Dublin,Automation,Law
Technological University Dublin (Tallaght),Bachelor of Science (Honours) in DNA and Forensic Science,462,2800,Dublin,Cricket,IT
Technological University Dublin (Tallaght), Bachelor of Arts (Hons) in Digital Marketing Technologies,227,2900,Dublin,Football,HR
Technological University Dublin (Tallaght),Bachelor of Engineering (Honours) in Electronic Engineering / Engineering Software,350,4210,Dublin,Singing,Management
Technological University Dublin (Tallaght), Bachelor of Business (Honours) International Business,337,3689,Dublin,Chess,Support
Technological University Dublin (Tallaght),Bachelor of Engineering (Honours) in Automation / Biomedical Design / Mechanical Engineering / Sustainable Energy Engineering,301,3489,Dublin,Athletics ,Finance 
Technological University Dublin (Tallaght),Bachelor of Science in Pharmaceutical Science,431,2240,Dublin,Automation,Law
Technological University Dublin (Blanchardstown),Bachelor of Business in Accounting and Finance,232,2120,Dublin,Cricket,IT
Technological University Dublin (Blanchardstown),Bachelor of Business (allowing later specialisation in Business or Business with a Language or Business with Information Technology),270,5000,Dublin,Football,HR
Technological University Dublin (Blanchardstown), Bachelor of Business (Honours) in Information Technology,265,4500,Dublin,Singing,Management
Technological University Dublin (Blanchardstown),Bachelor of Arts in Community and Youth Development,280,3500,Dublin,Chess,Support
Technological University Dublin (Blanchardstown),Bachelor of Engineering (Honours) in Computer Engineering in Mobile Systems,270,6500,Dublin,Athletics ,Finance 
Technological University Dublin (Blanchardstown),Bachelor of Science (Honours) in Computing in Digital Forensics & Cyber Security,285,7500,Dublin,Automation,Law
Technological University Dublin (Blanchardstown),Higher Certificate in Science in Computing in Networking Technologies,400,7000,Dublin,Cricket,IT
Technological University Dublin (Blanchardstown), Bachelor of Science (Honours) in Computing in Digital Forensics and Cyber Security,300,8000,Dublin,Football,HR
Technological University Dublin (Blanchardstown),"Bachelor of Science (Honours) in Design, Technology & Innovation",281,5000,Dublin,Singing,Management
Technological University Dublin (Blanchardstown),Bachelor of Business (allowing later specialisation in Business or Business with a Language or Business with Information Technology),270,6500,Dublin,Chess,Support
Technological University Dublin (Blanchardstown),Bachelor of Engineering (Honours) in Mechatronic Engineering,272,6500,Dublin,Athletics ,Finance 
Technological University Dublin (Blanchardstown), Bachelor of Science in Process Instrumentation & Automation,381,6750,Dublin,Automation,Law
Griffith College Dublin,Certificate in Animation,272,2500,Dublin,Cricket,IT
Griffith College Dublin,BA (Hons) in Audio and Music Technology,285,2800,Dublin,Football,HR
Griffith College Dublin,BSc (Hons) in Computing Science,300,2900,Dublin,Singing,Management
Griffith College Dublin,BA (Hons) in Counselling & Psychotherapy,350,4210,Dublin,Chess,Support
Griffith College Dublin,BA (Hons) in Graphic Communication Design,362,3689,Dublin,Athletics ,Finance 
Griffith College Dublin,Certificate in Intelligent Technologies in Procurement and Supply Chain 4.0,400,3489,Dublin,Automation,Law
Griffith College Dublin,Certificate in Industrial Manufacturing and Maintenance Skills,350,2240,Dublin,Cricket,IT
