,CourseID,Course_name,Score1,Score2
3813,SG446,Applied Archaeology,255,300.0
3814,SG448,Forensic Investigation and Analysis,270,340.0
3815,SG449,Medical Biotechnology,280,355.0
3816,TH002,Education (Joint Honours) - Business Studies and Accounting,335,370.0
3817,TH003,Education (Joint Honours) - Business Studies and Religious Studies,330,365.0
3818,TH004,Education (Joint Honours) -  Irish and Religious Studies,340,385.0
3819,TH005,Education (Joint Honours) - Irish and Business Studies,365,425.0
3820,TL800,Social Media and Web Technologies,,
3821,TL801,Interactive Multimedia,285,330.0
3822,TL802,TV Radio and New Media Broadcasting,315,370.0
3823,TL803,Music Technology,270,315.0
3824,TL804,Creative Writing for Digital Media,295,350.0
3825,TL805,Information Systems Management,370,410.0
3826,TL811,Computing with Games Development,320,350.0
3827,TL812,Computing with Multimedia,305,460.0
3828,TL814,Computing with Mobile App Development,375,405.0
3829,TL820,Travel and Tourism Management,340,380.0
3830,TL821,Adventure Tourism Management,285,335.0
3831,TL822,Hotel Management,355,530.0
3832,TL831,Business Studies (options: Accounting or Agribusiness or Mar,305,350.0
3833,TL833,International Business,,
3834,TL850,Field Biology and Wildlife Tourism,305,370.0
3835,TL851,Wildlife Biology,300,345.0
3836,TL853,Pharmaceutical Analysis with Forensics,,
3837,TL854,Pharmaceutical Analysis with Environmental Science,,
3838,TL871,Health and Leisure,365,395.0
3839,TL872,Health and Leisure with Massage,355,360.0
3840,TL880,Early Childhood Care and Education,315,345.0
3841,TL890,General Nursing,415*,430.0
3842,TL891,Mental Health Nursing,380,400.0
3843,TL892,Mature Applicants General Nursing,580#,604.0
3844,TL893,Mature Applicants Mental Health Nursing,563#,546.0
3845,WD025,Construction Management and Engineering,290,335.0
3846,WD027,Music,305#,340.0
3847,WD028,Applied Computing,300,350.0
3848,WD048,Business,290,360.0
3849,WD049,Business with French,310,390.0
3850,WD080,Business with German,330,405.0
3851,WD084,Accounting,305,385.0
3852,WD085,Mechanical and Manufacturing Engineering,290,365.0
3853,WD086,Electronic Engineering,370,420.0
3854,WD091,Hospitality Management,265,300.0
3855,WD095,Marketing with Advertising and Online Media,290,340.0
3856,WD116,General Nursing,420*,445.0
3857,WD117,Psychiatric Nursing,390,405.0
3858,WD120,Intellectual Disability Nursing,385,405.0
3859,WD124,Health Promotion,300,350.0
3860,WD125,Exercise and Health Studies,295,340.0
3861,WD134,International Business,315,390.0
3862,WD135,Applied Social Studies in Social Care,340,365.0
3863,WD137,Design Visual Communications,300,380.0
3864,WD140,Law,290,335.0
3865,WD144,Architecture,300,365.0
3866,WD147,Pharmaceutical Science,355,385.0
3867,WD148,Tourism Marketing,285,310.0
3868,WD149,Early Childhood Studies,330,360.0
3869,WD150,Criminal Justice Studies,300,335.0
3870,WD152,Visual Art,320,385.0
3871,WD160,Finance and Investment,325,325.0
3872,WD161,Computer Forensics and Security,275,350.0
3873,WD162,Quantity Surveying,300,360.0
3874,WD163,Psychology,390,420.0
3875,WD168,Entertainment Systems,280,400.0
3876,WD171,Sustainable Energy Engineering,290,365.0
3877,WD179,Business with Irish,400,440.0
3878,WD180,Physics for Modern Technology,375,455.0
3879,WD186,Sports Coaching and Performance,360,380.0
3880,WD187,Social Science,300,340.0
3881,WD200,Arts,275,325.0
3882,WD816,Mature Applicants General Nursing,582#,605.0
3883,WD817,Mature Applicants Psychiatric Nursing,557#,565.0
3884,WD820,Mature Applicants Intellectual Disability Nursing,537*#,546.0
3885,AL801,Software Design (Common Entry,280,335
3886,AL820,Mechanical and Polymer Engineering,315,365
3887,AL830,General Nursing,410,420
3888,AL831,Mature Applicants General Nursing,#169,173
3889,AL832,Psychiatric Nursing,390,395
3890,AL833,Mature Applicants Psychiatric Nursing,#166,170
3891,AL836,Health Science with Nutrition,390,415
3892,AL837,Sports Science with Exercise Physiology,380,395
3893,AL838,Biotechnology,295,345
3894,AL840,Pharmaceutical Science,275,315
3895,AL841,Sports Therapy with Rehabilitation,395,425
3896,AL842,Bioveterinary Science,340,380
3897,AL850,Business,295,350
3898,AL851,Business and Law,270,310
3899,AL852,Accounting,310,365
3900,AL854,Business Psychology,295,360
3901,AL860,Social Care Practice,320,350
3902,PC405,Citizenship and Community Studies,255,350
3903,PC410,Humanities,250,310
3904,PC411,English and History,265,310
3905,CW018,Business - Options: Business Digital Marketing (Wexford),305,340
3906,CW028,Early Childhood Education and Care (Wexford),265,290
3907,CW038,Art (Portfolio) (Wexford),#700,700
3908,CW068,Applied Social Studies (Professional Social Care) (Wexford),285,335
3909,CW088,Visual Communications and Design (Wexford),235,320
3910,CW098,Culture and Heritage Studies (Wexford),260,345
3911,CW108,Biosciences with Bioforensics or Biopharmaceuticals,305,360
3912,CW168,Environmental Science,300,330
3913,CW178,Sport Science,420,435
3914,CW188,Sports Rehabilitation and Athletic Therapy,445,470
3915,CW198,Strength and Conditioning,400,410
3916,CW208,Computer Games Development,325,360
3917,CW238,Software Development,335,360
3918,CW248,Computer Systems Management,325,350
3919,CW438,Quantity Surveying,255,285
3920,CW448,Facilities and Energy Management,245,285
3921,CW468,Architectural Technology,275,335
3922,CW478,Civil Engineering,,
3923,CW548,Mechanical Engineering,310,345
3924,CW558,Electronic Systems,340,385
3925,CW568,Aero Engineering,380,410
3926,CW578,TV and Media Production,340,365
3927,CW708,Law - LLB,290,330
3928,CW728,Product Design Innovation,310,360
3929,CW748,Early Childhood Education and Care,290,320
3930,CW758,Applied Social Studies (Professional Social Care),315,350
3931,CW788,Youth and Community Work,280,320
3932,CW808,Media and Public Relations,285,330
3933,CW838,Business - Marketing,280,335
3934,CW858,Sport Management and Coaching  (Options: GAA Rugby Soccer,#700,700
3935,CW908,Business - Management,280,340
3936,CW928,Business - Human Resource Management,290,320
3937,CW938,Business with Law,285,365
3938,CW948,Accounting,345,390
3939,CR105,Chemical and Biopharmaceutical Engineering,410,485
3940,CR106,Software Development,320,380
3941,CR108,Mechanical Engineering,395,460
3942,CR109,Structural Engineering,495,505
3943,CR112,Multimedia,355,380
3944,CR116,Software Development and Computer Networking,315,365
3945,CR121,Music at CIT Cork School of Music,#855,
3946,CR125,Popular Music: Electric Bass Guitar at CIT Cork School of Mu,#675,865
3947,CR126,Popular Music: Drums  at CIT Cork School of Music,#770,900
3948,CR127,Popular Music: Electric Guitar at CIT Cork School of Music,#855,965
3949,CR128,Popular Music: Keyboards  at CIT Cork School of Music,#850,895
3950,CR129,Popular Music: Voice at CIT Cork School of Music,#860,940
3951,CR150,Business Information Systems,365,395
3952,CR210,Contemporary Applied Art at CIT Crawford College of Art and,#625,965
3953,CR220,Fine Art at CIT Crawford College of Art and Design,#400,860
3954,CR305,Physical Sciences (Common Entry),310,340
3955,CR310,IT  Management,310,345
3956,CR312,Web Development,300,335
3957,CR320,Biomedical Science - Joint CIT and UCC  programme,520*,540
3958,CR325,Pharmaceutical Biotechnology,340,380
3959,CR330,Herbal Science,325,365
3960,CR333,Nutrition and Health Science,365,405
3961,CR340,Analytical Chemistry with Quality Assurance,340,380
3962,CR360,Instrument Engineering,340,405
3963,CR365,Environmental Science and Sustainable Technology,275,365
3964,CR400,Accounting,310,385
3965,CR420,Marketing,280,330
3966,CR500,Engineering (Common Entry),350,420
3967,CR510,Sustainable Energy,300,365
3968,CR520,Biomedical Engineering,410,490
3969,CR560,Architectural Technology,285,340
3970,CR565,Interior Architecture,280,325
3971,CR570,Quantity Surveying,280,350
3972,CR572,Construction Management,240,310
3973,CR580,Electrical Engineering,300,380
3974,CR590,Electronic Engineering,305,345
3975,CR600,Visual Communications,#450,805
3976,CR660,Tourism,280,320
3977,CR700,Theatre and Drama Studies at CIT Cork School of Music,#585,925
3978,CK101,Arts,345,400
3979,CK102,Social Science,405,435
3980,CK103,Music,#390,435
3981,CK104,Arts with Music,#390,445
3982,CK105,Film and Screen Media,450,480
3983,CK106,Applied Psychology,505*,525
3984,CK107,Geography and Archaeology,340,365
3985,CK108,Arts International,455,490
3986,CK109,English,415,455
3987,CK110,World Languages,460,495
3988,CK111,Early Years and Childhood Studies,380,415
3989,CK112,Drama and Theatre Studies,#365,450
3990,CK113,Criminology,435,465
3991,CK114,Social Science (Youth & Community Work) - Mature Applicants,#,
3992,CK115,Social Work  - Mature Applicants only,#,
3993,CK116,Sports Studies and Physical Education,480,495
3994,CK117,Economics (through Transformational Learning),345,405
3995,CK201,Commerce,435,465
3996,CK202,Accounting,435,495
3997,CK203,Business Information Systems,435,475
3998,CK204,Finance,480,525
3999,CK205,Commerce (International) with French,475,505
4000,CK206,Commerce (International) with German,465,495
4001,CK207,Commerce (International) with Italian,380,410
4002,CK208,Commerce (International) with Hispanic Studies,445,475
4003,CK209,Commerce (International) with Irish,480,535
4004,CK210,Government,325,365
4005,CK211,Commerce (International) with Chinese Studies,405,430
4006,CK301,Law,480,500
4007,CK302,Law and French,510,530
4008,CK304,Law and Irish,485,530
4009,CK305,Law (Clinical),525,530
4010,CK306,Law (International),545,565
4011,CK401,Computer Science,430,470
4012,CK402,Biological and Chemical Sciences,445,485
4013,CK404,Biological Earth and Environmental Sciences,420,455
4014,CK405,Genetics,470,505
4015,CK406,Chemical Sciences,435,460
4016,CK407,Mathematical Sciences,550,580
4017,CK408,Physics and Astrophysics,510,550
4018,CK502,Food Marketing and Entrepreneurship,440,470
4019,CK504,Nutritional Sciences,490*,520
4020,CK505,Food Science,445,470
4021,CK506,International Development and Food Policy,360,400
4022,CK601,Process and Chemical Engineering,505,560
4023,CK602,Civil and Environmental Engineering,405,485
4024,CK603,Energy Engineering,425,465
4025,CK605,Electrical and Electronic Engineering,390,475
4026,CK606,Architecture - Joint UCC and CIT programme,420,455
4027,CK701,Medicine (Undergraduate Entry),#722*,730
4028,CK702,Dentistry,575,585
4029,CK703,Pharmacy,565,575
4030,CK704,Occupational Therapy,520,540
4031,CK705,Speech and Language Therapy,510,530
4032,CK706,Public Health,390,415
4033,CK710,General Nursing,440,465
4034,CK711,Mature Applicants General Nursing,#174*,179
4035,CK712,Childrens and General Nursing (Integrated),525*,535
4036,CK713,Mature Applicants Childrens and General Nursing (Integrated,#183,188
4037,CK720,Psychiatric Nursing,420*,450
4038,CK721,Mature Applicants Psychiatric Nursing,#163,170
4039,CK730,Intellectual Disability Nursing,425,430
4040,CK731,Mature Applicants Intellectual Disability Nursing,#145,151
4041,CK740,Midwifery,445*,465
4042,CK741,Mature Applicants Midwifery,#179,182
4043,CK791,Medicine (Graduate Entry),#55*,56
4044,AC120,International Business,220,330
4045,AC121,Accounting and Finance,200,325
4046,AC137,Liberal Arts,275,305
4047,CE001,Education - Primary Teaching,#390,
4048,CM001,Education - Primary Teaching,460*,470
4049,CM002,Education - Primary Teaching - Gaeltacht Applicants,420,460
4050,CM010,Education Studies,310,365
4051,DB500,Computing,,
4052,DB512,Business Studies,220,345
4053,DB514,Business Studies (Law),240,360
4054,DB515,Business Studies (Human Resource Management),210,315
4055,DB516,Financial Services,325,325
4056,DB517,Marketing (Event Management),205,305
4057,DB518,Marketing (Digital Media),265,310
4058,DB520,Business Studies (with work placement),220,340
4059,DB521,Accounting and Finance,265,350
4060,DB524,Business Information Systems,295,315
4061,DB525,Marketing (Digital Media and Cloud Computing),335,345
4062,DB526,Business Information Systems (Cloud Computing),240,260
4063,DB531,Marketing,200,350
4064,DB553,Film Literature and Drama,220,330
4065,DB561,Arts (General),220,300
4066,DB562,Psychology,225,320
4067,DB565,Journalism,230,310
4068,DB566,Social Science,205,325
4069,DB567,Film Studies,205,300
4070,DB568,Law,225,340
4071,DB569,Business (Psychology),260,300
4072,DC110,Business Studies International,465,480
4073,DC111,Business Studies,455,470
4074,DC112,Global Business (France),490,510
4075,DC113,Global Business (Germany),475,495
4076,DC114,Global Business (Spain),490,505
4077,DC115,Accounting and Finance,475,500
4078,DC116,Global Business (USA),585*,590
4079,DC117,Aviation Management / Aviation Management with Pilot Studies,430,450
4080,DC118,Gno agus Gaeilge / Business and Irish,340,380
4081,DC120,Enterprise Computing,370,395
4082,DC121,Computer Applications,400,430
4083,DC122,Computational Problem-Solving and Software Development,#380,495
4084,DC126,Actuarial Mathematics,535,550
4085,DC127,Actuarial Financial and Mathematical Sciences (common entry,480,500
4086,DC131,Communication Studies,415,455
4087,DC132,Journalism,440,480
4088,DC133,Multimedia,415,450
4089,DC155,Applied Language and Translation Studies,375,430
4090,DC161,Analytical Science,440,455
4091,DC162,Chemical and Pharmaceutical Sciences,480,500
4092,DC166,Environmental Science and Health,420,445
4093,DC167,Physics with Astronomy,450,485
4094,DC168,Genetics and Cell Biology,490,505
4095,DC171,Applied Physics,430,480
4096,DC173,Physics with Biomedical Sciences,435,470
4097,DC181,Biotechnology,470,485
4098,DC191,Electronic Engineering,400,420
4099,DC192,Information and Communications Engineering,395,430
4100,DC193,Mechatronic Engineering,390,450
4101,DC195,Mechanical and Manufacturing Engineering,390,460
4102,DC196,Manufacturing Engineering with Business Studies,355,430
4103,DC197,Biomedical Engineering,390,445
4104,DC199,Digital Media Engineering,400,455
4105,DC200,Common Entry into Engineering (Undenominated Entry),375,445
4106,DC201,Common Entry into Science (Undenominated Entry),460,480
4107,DC202,Sport Science and Health,490,505
4108,DC203,Science Education,440,460
4109,DC204,Athletic Therapy and Training,510,525
4110,DC205,Physical Education with Biology,490,510
4111,DC206,Physical Education with Mathematics,500,530
4112,DC208,Psychology,510,535
4113,DC209,Health and Society,415,450
4114,DC215,General Nursing,435*,455
4115,DC216,Psychiatric Nursing,395*,405
4116,DC217,Intellectual Disability Nursing,395*,415
4117,DC218,Childrens and General Nursing (Integrated),475*,485
4118,DC225,Mature Applicants General Nursing,#174,178
4119,DC226,Mature Applicants Psychiatric Nursing,#156*,161
4120,DC227,Mature Applicants Intellectual Disability Nursing,#143*,153
4121,DC228,Mature Applicants Childrens and General Nursing (Integrated,#177,180
4122,DC230,Economics Politics and Law,380,415
4123,DC231,International Relations,370,410
4124,DC232,Law and Society (BCL),415,445
4125,DC235,Education and Training,315,350
4126,DC238,Contemporary Culture and Society,325,360
4127,DC239,Gaeilge agus Iriseoireacht/Irish and Journalism,425,470
4128,DC240,Marketing Innovation and Technology,450,465
4129,DC242,Education and Training (Flexible Learning mode),385,515
4130,DC251,Law and Politics,390,450
4131,DC252,Law and Irish,395,435
4132,DC253,Law and French,400,430
4133,DC258,Law and Media,395,405
4134,DC260,Politics and French,405,430
4135,DC265,Politics and Media,395,450
4136,DC266,Irish and French,405,455
4137,DC271,Media and Irish,395,410
4138,DC272,Media and French,390,440
4139,DC277,Law and International Language,395,445
4140,DC278,Politics and International Language,390,425
4141,DC279,Media and International Language,390,430
4142,DC280,Irish and International Language,410,420
4143,DT001,Product Design,405,440
4144,DT021,Electrical/Electronic Engineering,382,425
4145,DT023,Manufacturing and Design Engineering,370,410
4146,DT025,Engineering (Common first year),355,425
4147,DT028,Transport Operations and Technology,275,325
4148,DT081,Computer and Communications Engineering,450,450
4149,DT101,Architecture,#585,635
4150,DT106,Planning and Environmental Management,280,310
4151,DT110,Property Economics (Valuation Surveying),320,350
4152,DT111,Quantity Surveying and Construction Economics,320,365
4153,DT112,Geomatics (Surveying and Mapping),315,355
4154,DT117,Construction Management,300,340
4155,DT175,Architectural Technology,300,355
